club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
1. FC Köln,Serhou Guirassy,20.0,France,Centre-Forward,CF,2000000.0,LOSC Lille,France,3800000.0,in,summer,1 Bundesliga,2016,False,
1. FC Köln,Marco Höger,26.0,Germany,Defensive Midfield,DM,4000000.0,FC Schalke 04,Germany,1300000.0,in,summer,1 Bundesliga,2016,False,
1. FC Köln,Artjoms Rudnevs,28.0,Latvia,Centre-Forward,CF,1000000.0,Hamburger SV,Germany,0.0,in,summer,1 Bundesliga,2016,False,
1. FC Köln,Konstantin Rausch,26.0,Russia,Left-Back,LB,1500000.0,SV Darmstadt 98,Germany,0.0,in,summer,1 Bundesliga,2016,False,
1. FC Köln,Yannick Gerhardt,22.0,Germany,Central Midfield,CM,4500000.0,VfL Wolfsburg,Germany,13000000.0,out,summer,1 Bundesliga,2016,False,
1. FC Köln,Kevin Vogt,24.0,Germany,Centre-Back,CB,4000000.0,TSG Hoffenheim,Germany,3000000.0,out,summer,1 Bundesliga,2016,False,
1. FC Köln,Daniel Mesenhöler,20.0,Germany,Goalkeeper,GK,150000.0,Union Berlin,Germany,0.0,out,summer,1 Bundesliga,2016,False,
1. FC Köln,Dusan Svento,30.0,Slovakia,Left-Back,LB,750000.0,Slavia Prague,Czech Republic,0.0,out,summer,1 Bundesliga,2016,False,
1. FC Köln,Bruno Nascimento,25.0,Brazil,defence,defence,700000.0,Omonia Nikosia,Cyprus,0.0,out,summer,1 Bundesliga,2016,False,
1. FC Köln,Philipp Hosiner,27.0,Austria,Centre-Forward,CF,1250000.0,Stade Rennais,France,0.0,out,summer,1 Bundesliga,2016,True,end of loan
1. FC Köln,Christian Clemens,25.0,Germany,Right Winger,RW,3000000.0,1.FSV Mainz 05,Germany,2750000.0,in,winter,1 Bundesliga,2016,False,
1. FC Köln,Neven Subotic,28.0,Germany,Centre-Back,CB,8000000.0,Bor. Dortmund,Germany,500000.0,in,winter,1 Bundesliga,2016,True,loan with fee
1. FC Köln,Mergim Mavraj,30.0,Albania,Centre-Back,CB,1750000.0,Hamburger SV,Germany,1800000.0,out,winter,1 Bundesliga,2016,False,
1. FC Köln,Filip Mladenovic,25.0,Serbia,Left Midfield,LM,2000000.0,Standard Liège,Belgium,1200000.0,out,winter,1 Bundesliga,2016,False,
1.FSV Mainz 05,Jhon Córdoba,23.0,Colombia,Centre-Forward,CF,3500000.0,Granada CF,Spain,6500000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Jean-Philippe Gbamin,20.0,Cote d'Ivoire,Defensive Midfield,DM,2500000.0,Lens,France,5000000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Levin Öztunali,20.0,Germany,Right Midfield,RM,3000000.0,Bay. Leverkusen,Germany,5000000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Gerrit Holtmann,21.0,Germany,Left Winger,LW,600000.0,E. Braunschweig,Germany,3000000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Jonas Lössl,27.0,Denmark,Goalkeeper,GK,2500000.0,Guingamp,France,2500000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,José Rodríguez,21.0,Spain,Central Midfield,CM,2500000.0,Galatasaray,Turkey,2150000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Christian Clemens,24.0,Germany,Right Winger,RW,2500000.0,FC Schalke 04,Germany,2000000.0,in,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,André Ramalho,24.0,Brazil,Centre-Back,CB,2000000.0,Bay. Leverkusen,Germany,500000.0,in,summer,1 Bundesliga,2016,True,loan with fee
1.FSV Mainz 05,Loris Karius,23.0,Germany,Goalkeeper,GK,7000000.0,Liverpool,England,6200000.0,out,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Julian Baumgartlinger,28.0,Austria,Defensive Midfield,DM,6000000.0,Bay. Leverkusen,Germany,4000000.0,out,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Christoph Moritz,26.0,Germany,Central Midfield,CM,1500000.0,1.FC K'lautern,Germany,250000.0,out,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Elkin Soto,35.0,Colombia,Central Midfield,CM,250000.0,Once Caldas,Colombia,0.0,out,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Dani Schahin,26.0,Germany,Centre-Forward,CF,400000.0,Roda JC,Netherlands,0.0,out,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Pierre Bengtsson,28.0,Sweden,Left-Back,LB,2000000.0,SC Bastia,France,0.0,out,summer,1 Bundesliga,2016,True,free loan
1.FSV Mainz 05,Henrique Sereno,31.0,Portugal,Centre-Back,CB,750000.0,Without Club,,,out,summer,1 Bundesliga,2016,False,
1.FSV Mainz 05,Christian Clemens,24.0,Germany,Right Winger,RW,2500000.0,FC Schalke 04,Germany,0.0,out,summer,1 Bundesliga,2016,True,end of loan
1.FSV Mainz 05,Jhon Córdoba,23.0,Colombia,Centre-Forward,CF,3500000.0,Granada CF,Spain,0.0,out,summer,1 Bundesliga,2016,True,end of loan
1.FSV Mainz 05,Robin Quaison,23.0,Sweden,Second Striker,SS,2000000.0,US Palermo,Italy,2500000.0,in,winter,1 Bundesliga,2016,False,
1.FSV Mainz 05,Marin Sverko,18.0,Croatia,Centre-Back,CB,,Karlsruhe U19,Germany,60000.0,in,winter,1 Bundesliga,2016,False,
1.FSV Mainz 05,Bojan Krkic,26.0,Spain,Second Striker,SS,10000000.0,Stoke City,England,0.0,in,winter,1 Bundesliga,2016,True,free loan
1.FSV Mainz 05,Yunus Malli,24.0,Turkey,Attacking Midfield,AM,10000000.0,VfL Wolfsburg,Germany,12500000.0,out,winter,1 Bundesliga,2016,False,
1.FSV Mainz 05,Christian Clemens,25.0,Germany,Right Winger,RW,3000000.0,1. FC Köln,Germany,2750000.0,out,winter,1 Bundesliga,2016,False,
1.FSV Mainz 05,José Rodríguez,22.0,Spain,Central Midfield,CM,2250000.0,Málaga CF,Spain,0.0,out,winter,1 Bundesliga,2016,True,free loan
1.FSV Mainz 05,Gianluca Curci,31.0,Italy,Goalkeeper,GK,700000.0,Without Club,,,out,winter,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Aleksandar Dragovic,25.0,Austria,Centre-Back,CB,15000000.0,Dynamo Kyiv,Ukraine,21000000.0,in,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Kevin Volland,23.0,Germany,Centre-Forward,CF,17000000.0,TSG Hoffenheim,Germany,20000000.0,in,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Julian Baumgartlinger,28.0,Austria,Defensive Midfield,DM,6000000.0,1.FSV Mainz 05,Germany,4000000.0,in,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Jonas Meffert,21.0,Germany,Defensive Midfield,DM,1500000.0,Karlsruher SC,Germany,600000.0,in,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Danny da Costa,22.0,Germany,Right-Back,RB,1000000.0,FC Ingolstadt,Germany,500000.0,in,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Ramazan Özcan,32.0,Austria,Goalkeeper,GK,1250000.0,FC Ingolstadt,Germany,500000.0,in,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Christoph Kramer,25.0,Germany,Defensive Midfield,DM,12000000.0,Bor. M'gladbach,Germany,15000000.0,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Levin Öztunali,20.0,Germany,Right Midfield,RM,3000000.0,1.FSV Mainz 05,Germany,5000000.0,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Jonas Meffert,21.0,Germany,Defensive Midfield,DM,1500000.0,SC Freiburg,Germany,1200000.0,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Kyriakos Papadopoulos,24.0,Greece,Centre-Back,CB,6500000.0,RB Leipzig,Germany,1000000.0,out,summer,1 Bundesliga,2016,True,loan with fee
Bayer 04 Leverkusen,André Ramalho,24.0,Brazil,Centre-Back,CB,2000000.0,1.FSV Mainz 05,Germany,500000.0,out,summer,1 Bundesliga,2016,True,loan with fee
Bayer 04 Leverkusen,David Yelldell,34.0,United States,Goalkeeper,GK,150000.0,Sonnenhof-Gr.,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Marc Brasnic,19.0,Croatia,Centre-Forward,CF,250000.0,SC Fortuna Köln,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
Bayer 04 Leverkusen,Maximilian Wagener,21.0,Germany,Central Midfield,CM,100000.0,Wattenscheid 09,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Dario Kresic,32.0,Croatia,Goalkeeper,GK,300000.0,Omonia Nikosia,Cyprus,0.0,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Andrejs Ciganiks,19.0,Latvia,Left-Back,LB,,Viktoria Köln,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
Bayer 04 Leverkusen,Marlon Frey,20.0,Germany,Defensive Midfield,DM,500000.0,1.FC K'lautern,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
Bayer 04 Leverkusen,Patrik Dzalto,19.0,Croatia,Attacking Midfield,AM,,Jahn Regensburg,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
Bayer 04 Leverkusen,Robin Becker,19.0,Germany,Right-Back,RB,100000.0,1.FC Heidenheim,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
Bayer 04 Leverkusen,Malcolm Cacutalua,21.0,Germany,Centre-Back,CB,450000.0,Arm. Bielefeld,Germany,,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Seung-woo Ryu,22.0,"Korea, South",Second Striker,SS,500000.0,Ferencváros,Hungary,0.0,out,summer,1 Bundesliga,2016,True,free loan
Bayer 04 Leverkusen,Sebastian Boenisch,29.0,Poland,Left-Back,LB,1500000.0,Without Club,,,out,summer,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Leon Bailey,19.0,Jamaica,Right Winger,RW,12500000.0,KRC Genk,Belgium,13500000.0,in,winter,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Kyriakos Papadopoulos,24.0,Greece,Centre-Back,CB,6500000.0,Hamburger SV,Germany,500000.0,out,winter,1 Bundesliga,2016,True,loan with fee
Bayer 04 Leverkusen,Robbie Kruse,28.0,Australia,Left Winger,LW,800000.0,Liaoning FC,China,500000.0,out,winter,1 Bundesliga,2016,False,
Bayer 04 Leverkusen,Lukas Boeder,19.0,Germany,Right-Back,RB,150000.0,SC Paderborn,Germany,0.0,out,winter,1 Bundesliga,2016,True,free loan
Bayern Munich,Renato Sanches,18.0,Portugal,Central Midfield,CM,20000000.0,Benfica,Portugal,35000000.0,in,summer,1 Bundesliga,2016,False,
Bayern Munich,Mats Hummels,27.0,Germany,Centre-Back,CB,38000000.0,Bor. Dortmund,Germany,35000000.0,in,summer,1 Bundesliga,2016,False,
Bayern Munich,Mario Götze,24.0,Germany,Attacking Midfield,AM,35000000.0,Bor. Dortmund,Germany,22000000.0,out,summer,1 Bundesliga,2016,False,
Bayern Munich,Pierre-Emile Höjbjerg,20.0,Denmark,Central Midfield,CM,6000000.0,Southampton,England,15000000.0,out,summer,1 Bundesliga,2016,False,
Bayern Munich,Sebastian Rode,25.0,Germany,Central Midfield,CM,8000000.0,Bor. Dortmund,Germany,12000000.0,out,summer,1 Bundesliga,2016,False,
Bayern Munich,Medhi Benatia,29.0,Morocco,Centre-Back,CB,18000000.0,Juventus,Italy,3000000.0,out,summer,1 Bundesliga,2016,True,loan with fee
Bayern Munich,Ivan Lucic,21.0,Austria,Goalkeeper,GK,250000.0,Bristol City,England,,out,summer,1 Bundesliga,2016,False,
Bayern Munich,Serdar Tasci,29.0,Germany,Centre-Back,CB,5000000.0,Spartak Moscow,Russia,0.0,out,summer,1 Bundesliga,2016,True,end of loan
Bayern Munich,Julian Green,21.0,United States,Central Midfield,CM,500000.0,VfB Stuttgart,Germany,300000.0,out,winter,1 Bundesliga,2016,False,
Bayern Munich,Holger Badstuber,27.0,Germany,Centre-Back,CB,3000000.0,FC Schalke 04,Germany,0.0,out,winter,1 Bundesliga,2016,True,free loan
Borussia Dortmund,André Schürrle,25.0,Germany,Left Winger,LW,18000000.0,VfL Wolfsburg,Germany,30000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Mario Götze,24.0,Germany,Attacking Midfield,AM,35000000.0,FC Bayern,Germany,22000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Ousmane Dembélé,19.0,France,Right Winger,RW,12000000.0,Stade Rennais,France,15000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Sebastian Rode,25.0,Germany,Central Midfield,CM,8000000.0,FC Bayern,Germany,12000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Raphaël Guerreiro,22.0,Portugal,Left-Back,LB,9000000.0,FC Lorient,France,12000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Emre Mor,18.0,Turkey,Right Winger,RW,1000000.0,Nordsjaelland,Denmark,9750000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Marc Bartra,25.0,Spain,Centre-Back,CB,8000000.0,FC Barcelona,Spain,8000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Mikel Merino,20.0,Spain,Central Midfield,CM,2000000.0,CA Osasuna,Spain,3750000.0,in,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Henrikh Mkhitaryan,27.0,Armenia,Attacking Midfield,AM,30000000.0,Man Utd,England,42000000.0,out,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Mats Hummels,27.0,Germany,Centre-Back,CB,38000000.0,FC Bayern,Germany,35000000.0,out,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Ilkay Gündogan,25.0,Germany,Central Midfield,CM,30000000.0,Man City,England,27000000.0,out,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Jakub Blaszczykowski,30.0,Poland,Attacking Midfield,AM,7000000.0,VfL Wolfsburg,Germany,5000000.0,out,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Moritz Leitner,23.0,Germany,Central Midfield,CM,1500000.0,Lazio,Italy,1500000.0,out,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Jannik Bandowski,22.0,Germany,Left-Back,LB,350000.0,VfL Bochum,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Borussia Dortmund,Alexander Isak,17.0,Sweden,Centre-Forward,CF,1750000.0,AIK,Sweden,8600000.0,in,winter,1 Bundesliga,2016,False,
Borussia Dortmund,Neven Subotic,28.0,Germany,Centre-Back,CB,8000000.0,1. FC Köln,Germany,500000.0,out,winter,1 Bundesliga,2016,True,loan with fee
Borussia Dortmund,Adrián Ramos,31.0,Colombia,Centre-Forward,CF,5000000.0,Granada CF,Spain,0.0,out,winter,1 Bundesliga,2016,True,free loan
Borussia Mönchengladbach,Christoph Kramer,25.0,Germany,Defensive Midfield,DM,12000000.0,Bay. Leverkusen,Germany,15000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Jannik Vestergaard,23.0,Denmark,Centre-Back,CB,7000000.0,Werder Bremen,Germany,12500000.0,in,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Lászlo Bénes,18.0,Slovakia,Central Midfield,CM,500000.0,MSK Zilina,Slovakia,5000000.0,in,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Tobias Strobl,26.0,Germany,Defensive Midfield,DM,2000000.0,TSG Hoffenheim,Germany,0.0,in,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Mamadou Doucouré,18.0,France,Centre-Back,CB,,Paris SG B,France,0.0,in,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Granit Xhaka,23.0,Switzerland,Defensive Midfield,DM,35000000.0,Arsenal,England,45000000.0,out,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Marlon Ritter,21.0,Germany,Attacking Midfield,AM,200000.0,F. Düsseldorf,Germany,100000.0,out,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Havard Nordtveit,26.0,Norway,Centre-Back,CB,6000000.0,West Ham,England,0.0,out,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Branimir Hrgota,23.0,Sweden,Centre-Forward,CF,2500000.0,E. Frankfurt,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Roel Brouwers,34.0,Netherlands,Centre-Back,CB,500000.0,Roda JC,Netherlands,0.0,out,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Martin Stranzl,36.0,Austria,Centre-Back,CB,1000000.0,Retired,,,out,summer,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Martin Hinteregger,23.0,Austria,Centre-Back,CB,6000000.0,RB Salzburg,Austria,0.0,out,summer,1 Bundesliga,2016,True,end of loan
Borussia Mönchengladbach,Timothée Kolodziejczak,25.0,France,Centre-Back,CB,7000000.0,Sevilla FC,Spain,7500000.0,in,winter,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Julio Villalba,18.0,Paraguay,Centre-Forward,CF,,Cerro Porteño,Paraguay,1250000.0,in,winter,1 Bundesliga,2016,False,
Borussia Mönchengladbach,Julio Villalba,18.0,Paraguay,Centre-Forward,CF,,Cerro Porteño,Paraguay,0.0,out,winter,1 Bundesliga,2016,True,free loan
Borussia Mönchengladbach,Álvaro Domínguez,27.0,Spain,Centre-Back,CB,6000000.0,Retired,,,out,winter,1 Bundesliga,2016,False,
Eintracht Frankfurt,Taleb Tawatha,24.0,Israel,Left-Back,LB,750000.0,Maccabi Haifa,Israel,1200000.0,in,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Omar Mascarell,23.0,Spain,Defensive Midfield,DM,1500000.0,Real Madrid,Spain,1000000.0,in,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Branimir Hrgota,23.0,Sweden,Centre-Forward,CF,2500000.0,Bor. M'gladbach,Germany,0.0,in,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Danny Blum,25.0,Germany,Left Winger,LW,800000.0,1.FC Nuremberg,Germany,0.0,in,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Ante Rebic,22.0,Croatia,Left Winger,LW,1000000.0,Fiorentina,Italy,0.0,in,summer,1 Bundesliga,2016,True,free loan
Eintracht Frankfurt,Guillermo Varela,23.0,Uruguay,Right-Back,RB,750000.0,Man Utd,England,0.0,in,summer,1 Bundesliga,2016,True,free loan
Eintracht Frankfurt,Shani Tarashaj,21.0,Switzerland,Second Striker,SS,4000000.0,Everton,England,0.0,in,summer,1 Bundesliga,2016,True,free loan
Eintracht Frankfurt,Jesús Vallejo,19.0,Spain,Centre-Back,CB,3000000.0,Real Madrid,Spain,0.0,in,summer,1 Bundesliga,2016,True,free loan
Eintracht Frankfurt,Michael Hector,24.0,Jamaica,Centre-Back,CB,4000000.0,Chelsea,England,0.0,in,summer,1 Bundesliga,2016,True,free loan
Eintracht Frankfurt,Carlos Zambrano,26.0,Peru,Centre-Back,CB,5000000.0,Rubin Kazan,Russia,3500000.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Stefan Aigner,28.0,Germany,Right Midfield,RM,3750000.0,1860 Munich,Germany,3000000.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Luc Castaignos,23.0,Netherlands,Centre-Forward,CF,3000000.0,Sporting CP,Portugal,2500000.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Luca Waldschmidt,20.0,Germany,Second Striker,SS,1000000.0,Hamburger SV,Germany,1300000.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Aleksandar Ignjovski,25.0,Serbia,Defensive Midfield,DM,2000000.0,SC Freiburg,Germany,750000.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Yannick Zummack,20.0,Germany,Goalkeeper,GK,150000.0,SF Lotte,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Sonny Kittel,23.0,Germany,Left Winger,LW,500000.0,FC Ingolstadt,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Änis Ben-Hatira,28.0,Tunisia,Attacking Midfield,AM,1000000.0,SV Darmstadt 98,Germany,0.0,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Bamba Anderson,29.0,Brazil,Centre-Back,CB,500000.0,Retired,,,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Constant Djakpa,29.0,Cote d'Ivoire,Left-Back,LB,1250000.0,Without Club,,,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Emil Balayev,22.0,Azerbaijan,Goalkeeper,GK,150000.0,Without Club,,,out,summer,1 Bundesliga,2016,False,
Eintracht Frankfurt,Kaan Ayhan,21.0,Turkey,Centre-Back,CB,3500000.0,FC Schalke 04,Germany,0.0,out,summer,1 Bundesliga,2016,True,end of loan
Eintracht Frankfurt,Andersson Ordóñez,22.0,Ecuador,Centre-Back,CB,750000.0,Barcelona SC,Ecuador,1000000.0,in,winter,1 Bundesliga,2016,False,
Eintracht Frankfurt,Marius Wolf,21.0,Germany,Right Winger,RW,350000.0,Hannover 96,Germany,500000.0,in,winter,1 Bundesliga,2016,True,loan with fee
Eintracht Frankfurt,Max Besuschkow,19.0,Germany,Central Midfield,CM,400000.0,Stuttgart II,Germany,100000.0,in,winter,1 Bundesliga,2016,False,
Eintracht Frankfurt,Szabolcs Huszti,33.0,Hungary,Central Midfield,CM,1000000.0,CC Yatai,China,1000000.0,out,winter,1 Bundesliga,2016,False,
Eintracht Frankfurt,Johannes Flum,29.0,Germany,Central Midfield,CM,1000000.0,FC St. Pauli,Germany,0.0,out,winter,1 Bundesliga,2016,False,
Eintracht Frankfurt,Enis Bunjaki,19.0,Kosovo,Centre-Forward,CF,100000.0,Twente FC,Netherlands,0.0,out,winter,1 Bundesliga,2016,False,
Eintracht Frankfurt,Joel Gerezgiher,21.0,Germany,Central Midfield,CM,350000.0,Holstein Kiel,Germany,,out,winter,1 Bundesliga,2016,False,
FC Augsburg,Martin Hinteregger,23.0,Austria,Centre-Back,CB,6000000.0,RB Salzburg,Austria,10500000.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Jonathan Schmid,26.0,France,Right-Back,RB,2500000.0,TSG Hoffenheim,Germany,5200000.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Alfred Finnbogason,27.0,Iceland,Centre-Forward,CF,5000000.0,Real Sociedad,Spain,4000000.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Takashi Usami,24.0,Japan,Centre-Forward,CF,2500000.0,Gamba Osaka,Japan,1500000.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Marvin Friedrich,20.0,Germany,Centre-Back,CB,750000.0,FC Schalke 04,Germany,1000000.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Andreas Luthe,29.0,Germany,Goalkeeper,GK,500000.0,VfL Bochum,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Georg Teigl,25.0,Austria,Right-Back,RB,750000.0,RB Leipzig,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Gojko Kacar,29.0,Serbia,Defensive Midfield,DM,1250000.0,Hamburger SV,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Augsburg,Jeong-ho Hong,26.0,"Korea, South",Centre-Back,CB,2500000.0,JS Suning,China,6000000.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Ragnar Klavan,30.0,Estonia,Centre-Back,CB,3500000.0,Liverpool,England,5000000.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Alexander Esswein,26.0,Germany,Right Winger,RW,2500000.0,Hertha BSC,Germany,2500000.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Tobias Werner,31.0,Germany,Left Winger,LW,1500000.0,VfB Stuttgart,Germany,1000000.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Nikola Djurdjic,30.0,Serbia,Centre-Forward,CF,1000000.0,Partizan,Serbia,400000.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Sascha Mölders,31.0,Germany,Centre-Forward,CF,750000.0,1860 Munich,Germany,150000.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Alexander Manninger,39.0,Austria,Goalkeeper,GK,200000.0,Liverpool,England,0.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Maik Uhde,22.0,Germany,Defensive Midfield,DM,100000.0,Schwabmünchen,Germany,0.0,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Shawn Parker,23.0,Germany,Centre-Forward,CF,500000.0,1.FC Nuremberg,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
FC Augsburg,Tim Matavz,27.0,Slovenia,Centre-Forward,CF,1500000.0,1.FC Nuremberg,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
FC Augsburg,Erik Thommy,21.0,Germany,Left Midfield,LM,250000.0,Jahn Regensburg,Germany,0.0,out,summer,1 Bundesliga,2016,True,free loan
FC Augsburg,Albian Ajeti,19.0,Switzerland,Centre-Forward,CF,1000000.0,FC St. Gallen,Switzerland,0.0,out,summer,1 Bundesliga,2016,True,free loan
FC Augsburg,Piotr Trochowski,32.0,Germany,Attacking Midfield,AM,750000.0,Career break,,,out,summer,1 Bundesliga,2016,False,
FC Augsburg,Alfred Finnbogason,27.0,Iceland,Centre-Forward,CF,5000000.0,Real Sociedad,Spain,0.0,out,summer,1 Bundesliga,2016,True,end of loan
FC Augsburg,Moritz Leitner,24.0,Germany,Central Midfield,CM,1400000.0,Lazio,Italy,1500000.0,in,winter,1 Bundesliga,2016,False,
FC Augsburg,Daniel Opare,26.0,Ghana,Right-Back,RB,1500000.0,Lens,France,0.0,out,winter,1 Bundesliga,2016,True,free loan
FC Ingolstadt 04,Marcel Tisserand,23.0,DR Congo,Centre-Back,CB,2000000.0,Monaco,France,3500000.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Florent Hadergjonaj,22.0,Kosovo,Right-Back,RB,3000000.0,BSC Young Boys,Switzerland,2000000.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Robert Leipertz,23.0,Germany,Right Winger,RW,1300000.0,FC Schalke 04,Germany,1500000.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Martin Hansen,26.0,Denmark,Goalkeeper,GK,1500000.0,ADO Den Haag,Netherlands,950000.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Hauke Wahl,22.0,Germany,Centre-Back,CB,800000.0,SC Paderborn,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Sonny Kittel,23.0,Germany,Left Winger,LW,500000.0,E. Frankfurt,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Nico Rinderknecht,18.0,Germany,Central Midfield,CM,150000.0,Frankfurt U19,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Fabijan Buntic,19.0,Croatia,Goalkeeper,GK,,Stuttgart U19,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Kerem Bülbül,21.0,Germany,Attacking Midfield,AM,100000.0,Hertha BSC II,Germany,0.0,in,summer,1 Bundesliga,2016,False,
FC Ingolstadt 04,Anthony Jung,24.0,Germany,Centre-Back,CB,800000.0,RB Leipzig,Germany,0.0,in,summer,1 Bundesliga,2016,True,free loan
